"SurveyResponseID","AnswerNumber","AmenityType","EnvPracticeRating"
3461445,156,"Commercial accommodation","Amongst the best in the world"
3338915,152,"Activity and attractions","Ahead of most other places"
3338705,155,"Visitor transport","About average"
3338685,204,"Commercial accommodation","About average"
3461445,158,"Visitor transport","Amongst the worst in the world"
3338911,177,"Public infrastructure","Don't know"
3339120,149,"Commercial accommodation","Don't know"
3461449,154,"Visitor transport","Don't know"
3338915,155,"Overall environmental management","Amongst the best in the world"
3339120,151,"Visitor transport","Don't know"
3461449,152,"Commercial accommodation","Ahead of most other places"
3338917,145,"Commercial accommodation","About average"
3338915,153,"Visitor transport","Amongst the best in the world"
3338911,174,"Commercial accommodation","Don't know"
3338713,163,"Commercial accommodation","About average"
3338689,212,"Commercial accommodation","Don't know"
3461453,156,"Visitor transport","Amongst the best in the world"
3338721,155,"Commercial accommodation","Ahead of most other places"
3339120,150,"Activity and attractions","Ahead of most other places"
3339124,144,"Commercial accommodation","Ahead of most other places"
3339124,145,"Activity and attractions","Don't know"
3338713,164,"Activity and attractions","Ahead of most other places"
3461445,157,"Activity and attractions","Ahead of most other places"
3461457,152,"Commercial accommodation","About average"
3338713,167,"Overall environmental management","Ahead of most other places"
3461445,160,"Overall environmental management","About average"
3338915,154,"Public infrastructure","About average"
3338721,156,"Activity and attractions","Amongst the best in the world"
3338911,176,"Visitor transport","Behind most other places"
3338915,151,"Commercial accommodation","About average"
3461449,153,"Activity and attractions","Ahead of most other places"
3461453,154,"Commercial accommodation","About average"
3461449,156,"Overall environmental management","Amongst the best in the world"
3461453,157,"Public infrastructure","Don't know"
3338713,166,"Public infrastructure","About average"
3461453,155,"Activity and attractions","About average"
3338917,146,"Activity and attractions","Behind most other places"
3461457,153,"Activity and attractions","Ahead of most other places"
3339120,153,"Overall environmental management","About average"
3339124,146,"Visitor transport","Ahead of most other places"
3338917,147,"Visitor transport","About average"
3338721,159,"Overall environmental management","About average"
3461453,158,"Overall environmental management","Amongst the best in the world"
3461457,154,"Visitor transport","Amongst the best in the world"
3338721,157,"Visitor transport","About average"
3338917,148,"Public infrastructure","Behind most other places"
3338729,146,"Overall environmental management","About average"
3339120,152,"Public infrastructure","About average"
3338721,158,"Public infrastructure","Ahead of most other places"
3461457,155,"Public infrastructure","Ahead of most other places"
3339124,147,"Public infrastructure","Ahead of most other places"
3338917,149,"Overall environmental management","Amongst the best in the world"
3339124,148,"Overall environmental management","Ahead of most other places"
3338729,144,"Visitor transport","About average"
3461461,153,"Visitor transport","Ahead of most other places"
3338737,155,"Public infrastructure","About average"
3338925,161,"Visitor transport","Amongst the best in the world"
3461457,156,"Overall environmental management","About average"
3338745,167,"Activity and attractions","About average"
3338737,154,"Visitor transport","About average"
3461461,155,"Overall environmental management","Ahead of most other places"
3338925,163,"Overall environmental management","Ahead of most other places"
3339136,161,"Public infrastructure","About average"
3339136,159,"Activity and attractions","Ahead of most other places"
3338929,160,"Visitor transport","About average"
3338929,159,"Activity and attractions","About average"
3338729,143,"Activity and attractions","Ahead of most other places"
3338925,160,"Activity and attractions","Ahead of most other places"
3339136,162,"Overall environmental management","Ahead of most other places"
3461465,133,"Visitor transport","Behind most other places"
3338729,145,"Public infrastructure","Ahead of most other places"
3461461,154,"Public infrastructure","About average"
3338745,169,"Public infrastructure","Ahead of most other places"
3338925,162,"Public infrastructure","Ahead of most other places"
3461461,152,"Activity and attractions","Ahead of most other places"
3338737,153,"Activity and attractions","About average"
3461465,132,"Activity and attractions","Ahead of most other places"
3339144,143,"Public infrastructure","About average"
3461465,134,"Public infrastructure","Amongst the best in the world"
3461465,135,"Overall environmental management","Ahead of most other places"
3461461,151,"Commercial accommodation","Ahead of most other places"
3338737,152,"Commercial accommodation","About average"
3339144,141,"Activity and attractions","Don't know"
3338745,170,"Overall environmental management","Ahead of most other places"
3339144,144,"Overall environmental management","Ahead of most other places"
3461465,131,"Commercial accommodation","Behind most other places"
3339144,140,"Commercial accommodation","About average"
3338941,152,"Commercial accommodation","Ahead of most other places"
3338929,162,"Overall environmental management","Ahead of most other places"
3338941,153,"Activity and attractions","Ahead of most other places"
3461473,180,"Visitor transport","Ahead of most other places"
3339136,158,"Commercial accommodation","About average"
3339136,160,"Visitor transport","Ahead of most other places"
3338745,166,"Commercial accommodation","About average"
3338749,148,"Commercial accommodation","Amongst the best in the world"
3339152,168,"Commercial accommodation","About average"
3338961,178,"Commercial accommodation","Behind most other places"
3338737,156,"Overall environmental management","About average"
3338941,154,"Visitor transport","Ahead of most other places"
3338745,168,"Visitor transport","About average"
3338929,161,"Public infrastructure","Don't know"
3339144,142,"Visitor transport","Ahead of most other places"
3338729,142,"Commercial accommodation","Don't know"
