"SurveyResponseID","AnswerNumber","TravelledWith"
3465227,40,"My husband, wife or partner"
3465229,39,"Child/children aged 15 or older"
3465230,40,"My husband, wife or partner"
3465231,40,"Child/children aged under 15"
3465232,49,"Other person(s)"
3465233,45,"My husband, wife or partner"
3465233,46,"Child/children aged 15 or older"
3465234,42,"My husband, wife or partner"
3465235,38,"My husband, wife or partner"
3465235,39,"Child/children aged under 15"
3465236,39,"Other family / relative(s)"
3465237,61,"My husband, wife or partner"
3465238,37,"Child/children aged 15 or older"
3465240,46,"My husband, wife or partner"
3465243,39,"Child/children aged 15 or older"
3465244,38,"My husband, wife or partner"
3465245,42,"My husband, wife or partner"
3465247,42,"My husband, wife or partner"
3465247,43,"Other family / relative(s)"
3465248,44,"Other family / relative(s)"
3465249,39,"Other family / relative(s)"
3465250,42,"My husband, wife or partner"
3465251,47,"My husband, wife or partner"
3465252,44,"Other person(s)"
3465253,39,"My husband, wife or partner"
3465254,52,"My husband, wife or partner"
3465255,45,"Other person(s)"
3465256,39,"Other family / relative(s)"
3465257,41,"Other person(s)"
3465258,47,"Other person(s)"
3465259,40,"My husband, wife or partner"
3465260,42,"Other person(s)"
3465261,37,"My husband, wife or partner"
3465262,46,"My husband, wife or partner"
3465262,47,"Child/children aged 15 or older"
3465264,42,"My husband, wife or partner"
3465264,43,"Child/children aged 15 or older"
3465265,42,"Other family / relative(s)"
3465267,43,"Other family / relative(s)"
3465269,48,"Other person(s)"
3465270,45,"My husband, wife or partner"
3465271,45,"Other family / relative(s)"
3465272,37,"My husband, wife or partner"
3465272,38,"Child/children aged under 15"
3465272,39,"Child/children aged 15 or older"
3465273,38,"Other family / relative(s)"
3465274,39,"Other person(s)"
3465275,44,"My husband, wife or partner"
3465275,45,"Child/children aged under 15"
3465275,46,"Other family / relative(s)"
3465277,43,"My husband, wife or partner"
3465278,42,"My husband, wife or partner"
3465278,43,"Other family / relative(s)"
3465279,46,"Other person(s)"
3465280,44,"My husband, wife or partner"
3465281,38,"Other person(s)"
3465282,41,"My husband, wife or partner"
3465283,43,"Other person(s)"
3465284,39,"My husband, wife or partner"
3465285,39,"Other family / relative(s)"
3465286,41,"My husband, wife or partner"
3465287,41,"My husband, wife or partner"
3465288,44,"My husband, wife or partner"
3465290,39,"My husband, wife or partner"
3465292,38,"Other family / relative(s)"
3465294,40,"My husband, wife or partner"
3465296,38,"Child/children aged 15 or older"
3465297,40,"Other family / relative(s)"
3465301,49,"My husband, wife or partner"
3465302,37,"My husband, wife or partner"
3465303,36,"My husband, wife or partner"
3465303,37,"Child/children aged 15 or older"
3465303,38,"Other family / relative(s)"
3465304,39,"Other person(s)"
3465305,37,"Other person(s)"
3465306,38,"Other person(s)"
3465307,38,"Other person(s)"
3465308,46,"My husband, wife or partner"
3465308,47,"Child/children aged under 15"
3465310,44,"Other person(s)"
3465311,38,"My husband, wife or partner"
3465311,39,"Child/children aged under 15"
3465313,51,"My husband, wife or partner"
3465314,43,"My husband, wife or partner"
3465315,40,"My husband, wife or partner"
3465316,48,"My husband, wife or partner"
3465318,37,"My husband, wife or partner"
3465319,43,"My husband, wife or partner"
3465320,38,"My husband, wife or partner"
3465321,37,"My husband, wife or partner"
3465324,37,"Other family / relative(s)"
3465325,37,"My husband, wife or partner"
3465326,46,"My husband, wife or partner"
3465328,36,"Other person(s)"
3465330,40,"My husband, wife or partner"
3465330,41,"Child/children aged under 15"
3465330,42,"Child/children aged 15 or older"
3465331,42,"Other person(s)"
3465332,49,"My husband, wife or partner"
3465332,50,"Child/children aged under 15"
3465333,39,"My husband, wife or partner"
3465335,44,"My husband, wife or partner"
3465335,45,"Child/children aged under 15"
3465336,37,"Other family / relative(s)"
3465337,38,"Child/children aged 15 or older"
3465339,59,"Other person(s)"
3465340,37,"My husband, wife or partner"
3465341,44,"My husband, wife or partner"
3465341,45,"Child/children aged 15 or older"
3465342,53,"My husband, wife or partner"
3465342,54,"Child/children aged 15 or older"
3465343,40,"My husband, wife or partner"
3465344,37,"Other person(s)"
3465346,41,"My husband, wife or partner"
3465348,39,"My husband, wife or partner"
3465349,50,"My husband, wife or partner"
3465352,49,"My husband, wife or partner"
3465353,39,"My husband, wife or partner"
3465353,40,"Child/children aged under 15"
3465356,38,"Other family / relative(s)"
3465358,38,"My husband, wife or partner"
3465359,38,"Other family / relative(s)"
3465360,41,"My husband, wife or partner"
3465360,42,"Child/children aged under 15"
3465362,42,"My husband, wife or partner"
3465365,52,"Other person(s)"
3465366,37,"My husband, wife or partner"
3465367,47,"My husband, wife or partner"
3465368,37,"My husband, wife or partner"
3465369,39,"My husband, wife or partner"
3465370,45,"My husband, wife or partner"
3465372,40,"Other person(s)"
3465373,39,"My husband, wife or partner"
3465377,39,"My husband, wife or partner"
3465378,45,"My husband, wife or partner"
3465379,39,"My husband, wife or partner"
3465380,40,"Other person(s)"
3465383,44,"Other family / relative(s)"
3465385,38,"Other person(s)"
3465386,40,"My husband, wife or partner"
3465386,41,"Child/children aged under 15"
3465387,60,"Other person(s)"
3465388,38,"Other person(s)"
3465389,43,"My husband, wife or partner"
3465390,38,"My husband, wife or partner"
3465391,37,"Other person(s)"
3465392,37,"Other family / relative(s)"
3465393,39,"Other family / relative(s)"
3465394,38,"My husband, wife or partner"
3465395,44,"Other person(s)"
3465396,38,"Other person(s)"
3465397,39,"My husband, wife or partner"
3465398,41,"My husband, wife or partner"
3465399,37,"My husband, wife or partner"
3465400,38,"Other person(s)"
3465401,41,"My husband, wife or partner"
3465403,48,"My husband, wife or partner"
3465404,60,"My husband, wife or partner"
3465405,41,"My husband, wife or partner"
3465406,39,"My husband, wife or partner"
3465407,40,"Other person(s)"
3465408,38,"My husband, wife or partner"
3465409,39,"My husband, wife or partner"
3465409,40,"Child/children aged under 15"
3465410,41,"Other family / relative(s)"
3465413,39,"Other person(s)"
3465414,39,"My husband, wife or partner"
3465415,41,"Other person(s)"
3465417,47,"My husband, wife or partner"
3465418,39,"Child/children aged under 15"
3465418,40,"Child/children aged 15 or older"
3465418,41,"Other family / relative(s)"
3465419,43,"My husband, wife or partner"
3465420,60,"My husband, wife or partner"
3465421,38,"Other person(s)"
3465422,38,"My husband, wife or partner"
3465423,40,"My husband, wife or partner"
3465425,57,"My husband, wife or partner"
3465427,37,"My husband, wife or partner"
3465428,37,"My husband, wife or partner"
3465430,41,"Other person(s)"
3465431,41,"My husband, wife or partner"
3465433,37,"Other person(s)"
3465435,38,"My husband, wife or partner"
3465439,52,"My husband, wife or partner"
3465440,44,"My husband, wife or partner"
3465442,57,"My husband, wife or partner"
3465443,41,"My husband, wife or partner"
3465444,42,"Child/children aged under 15"
3465445,40,"My husband, wife or partner"
3465445,41,"Other person(s)"
3465447,38,"My husband, wife or partner"
3465448,40,"My husband, wife or partner"
3465448,41,"Child/children aged under 15"
3465449,49,"My husband, wife or partner"
3465450,47,"My husband, wife or partner"
3465451,38,"Other person(s)"
3465453,44,"My husband, wife or partner"
3465454,51,"My husband, wife or partner"
3465455,37,"My husband, wife or partner"
3465456,47,"My husband, wife or partner"
3465457,45,"My husband, wife or partner"
3465458,39,"Child/children aged 15 or older"
3465459,37,"Child/children aged 15 or older"
3465460,46,"My husband, wife or partner"
3465461,42,"My husband, wife or partner"
3465461,43,"Child/children aged under 15"
3465462,38,"Child/children aged under 15"
3465463,37,"My husband, wife or partner"
3465465,42,"My husband, wife or partner"
3465466,41,"My husband, wife or partner"
3465466,42,"Child/children aged under 15"
3465466,43,"Other family / relative(s)"
3465470,51,"My husband, wife or partner"
3465472,51,"My husband, wife or partner"
3465474,39,"My husband, wife or partner"
3465476,43,"My husband, wife or partner"
3465477,37,"My husband, wife or partner"
3465480,37,"My husband, wife or partner"
3465482,38,"My husband, wife or partner"
3465483,43,"My husband, wife or partner"
3465483,44,"Child/children aged under 15"
3465486,42,"Other family / relative(s)"
3465488,39,"Other person(s)"
3465491,40,"My husband, wife or partner"
3465495,38,"Other person(s)"
3465496,38,"My husband, wife or partner"
3465497,42,"My husband, wife or partner"
3465498,43,"Other person(s)"
3465499,46,"My husband, wife or partner"
3465499,47,"Other person(s)"
3465500,37,"My husband, wife or partner"
3465500,38,"Other family / relative(s)"
3465500,39,"Other person(s)"
3465501,48,"My husband, wife or partner"
3465501,49,"Child/children aged 15 or older"
3465502,40,"My husband, wife or partner"
3465504,41,"Other person(s)"
3465505,40,"My husband, wife or partner"
3465506,44,"Other family / relative(s)"
3465507,46,"Other family / relative(s)"
3465509,41,"My husband, wife or partner"
3465510,51,"Child/children aged 15 or older"
3465510,52,"Other family / relative(s)"
3465511,44,"My husband, wife or partner"
3465512,37,"Other family / relative(s)"
3465513,37,"My husband, wife or partner"
3465514,37,"My husband, wife or partner"
3465515,39,"My husband, wife or partner"
3465516,47,"My husband, wife or partner"
3465517,39,"My husband, wife or partner"
3465517,40,"Other family / relative(s)"
3465518,39,"My husband, wife or partner"
3465522,37,"Other family / relative(s)"
3465524,37,"Child/children aged under 15"
3465525,40,"My husband, wife or partner"
3465526,37,"My husband, wife or partner"
3465527,52,"My husband, wife or partner"
3465528,41,"My husband, wife or partner"
3465530,41,"My husband, wife or partner"
3465531,52,"Other person(s)"
3465533,42,"My husband, wife or partner"
3465534,40,"Other person(s)"
3465535,41,"My husband, wife or partner"
3465537,49,"My husband, wife or partner"
3465538,40,"My husband, wife or partner"
3465539,40,"Other family / relative(s)"
3465540,48,"Other person(s)"
3465542,37,"My husband, wife or partner"
3465543,42,"My husband, wife or partner"
3465546,40,"My husband, wife or partner"
3465547,37,"My husband, wife or partner"
3465548,38,"Other family / relative(s)"
3465549,44,"My husband, wife or partner"
3465550,39,"Other person(s)"
3465552,37,"Other person(s)"
3465553,41,"My husband, wife or partner"
3465554,40,"My husband, wife or partner"
3465554,41,"Other family / relative(s)"
3465555,38,"Other family / relative(s)"
3465556,38,"Other family / relative(s)"
3465557,46,"My husband, wife or partner"
3465558,44,"Other person(s)"
3465562,51,"My husband, wife or partner"
3465562,52,"Other person(s)"
3465564,37,"My husband, wife or partner"
3465565,39,"Other person(s)"
3465566,52,"My husband, wife or partner"
3465567,39,"My husband, wife or partner"
3465568,40,"Other family / relative(s)"
3465569,50,"My husband, wife or partner"
3465571,38,"Other family / relative(s)"
3465572,60,"My husband, wife or partner"
3465573,39,"Other person(s)"
3465575,41,"My husband, wife or partner"
3465576,37,"My husband, wife or partner"
3465577,59,"My husband, wife or partner"
3465578,40,"Other person(s)"
3465579,49,"My husband, wife or partner"
3465580,53,"My husband, wife or partner"
3465582,42,"My husband, wife or partner"
3465583,40,"My husband, wife or partner"
3465583,41,"Child/children aged under 15"
3465583,42,"Other family / relative(s)"
3465584,42,"My husband, wife or partner"
3465585,51,"My husband, wife or partner"
3465586,42,"My husband, wife or partner"
3465587,38,"My husband, wife or partner"
3465588,48,"My husband, wife or partner"
3465589,65,"My husband, wife or partner"
3465591,39,"My husband, wife or partner"
3465591,40,"Child/children aged under 15"
3465592,47,"My husband, wife or partner"
3465593,39,"Other family / relative(s)"
3465593,40,"Other person(s)"
3465594,39,"My husband, wife or partner"
3465594,40,"Child/children aged under 15"
3465595,47,"My husband, wife or partner"
3465596,47,"Other person(s)"
3465597,42,"Other family / relative(s)"
3465598,39,"My husband, wife or partner"
3465599,39,"My husband, wife or partner"
3465600,44,"Other person(s)"
3465603,46,"My husband, wife or partner"
3465604,40,"My husband, wife or partner"
3465605,43,"Other person(s)"
3465606,37,"Child/children aged 15 or older"
3465606,38,"Other family / relative(s)"
3465607,38,"My husband, wife or partner"
3465607,39,"Child/children aged 15 or older"
3465608,42,"Child/children aged under 15"
3465609,41,"My husband, wife or partner"
3465610,41,"My husband, wife or partner"
